timestamp,request latency
1580502873.637,NaN
1580502903.637,NaN
1580502933.637,2.1024610996246342
1580502963.637,2.7218156854311624
1580502993.637,2.8611115728105814
1580503023.637,2.7366059986320708
1580503053.637,2.6295769989490507
1580503083.637,2.536978542804718
1580503113.637,2.621565341949463
1580503143.637,2.6971098563887854
1580503173.637,2.5806455978980427
1580503203.637,2.685304641723633
1580503233.637,2.607804806608903
1580503263.637,2.733174708154466
1580503293.637,3.0079574868792585
1580503323.637,3.496249756914504
1580503353.637,4.035414038033322
1580503383.637,4.776408692537728
1580503413.637,4.910964799778801
1580503443.637,4.718283886133238
1580503473.637,4.00256197880476
1580503503.637,2.785309264154146
1580503533.637,2.831495795931134
1580503563.637,2.9197580555210942
1580503593.637,3.571471058405363
1580503623.637,3.777122358106217
1580503653.637,4.017879085337863
1580503683.637,4.085212261780448
1580503713.637,4.61722233181908
1580503743.637,4.486210697575619
1580503773.637,4.272783129714257
1580503803.637,4.069367676246457
1580503833.637,2.930830319722494
1580503863.637,2.693361783027649
1580503893.637,2.655576180009281
1580503923.637,3.068866466864561
1580503953.637,3.1975136035826144
1580503983.637,3.3875023240134827
1580504013.637,3.014944569631056
1580504043.637,3.1025020466294397
1580504073.637,2.8156216979026794
1580504103.637,3.1685116887092586
1580504133.637,3.8284172444116504
1580504163.637,3.82096305004386
1580504193.637,4.151004566865809
1580504223.637,3.824012041091919
1580504253.637,3.5005206531948514
1580504283.637,3.2140330950419105
1580504313.637,2.6363189587226277
1580504343.637,3.309059345975835
1580504373.637,3.4208722946255703
1580504403.637,3.4953733494407255
1580504433.637,3.306562874768231
1580504463.637,2.873536174947566
1580504493.637,3.040226473527796
1580504523.637,2.998354308307171
1580504553.637,2.9766452610492706
1580504583.637,3.7012121049981364
1580504613.637,3.732978838682175
1580504643.637,3.7825642799844545
1580504673.637,3.2917861342430115
1580504703.637,3.2105970771945254
1580504733.637,3.7633223948271377
1580504763.637,3.7005347376284394
1580504793.637,4.893812357111181
1580504823.637,5.12146676911248
1580504853.637,4.468374356627464
1580504883.637,3.333742289316087
1580504913.637,3.3006110705581366
1580504943.637,3.073305090268453
1580504973.637,3.3406152164234832
1580505003.637,3.2869900067647295
1580505033.637,3.5994236927766066
1580505063.637,4.059220727884544
1580505093.637,4.212116419000829
1580505123.637,3.688121534529187
1580505153.637,3.626290160676707
1580505183.637,2.7528263010629797
1580505213.637,2.8488446550166353
1580505243.637,2.915987385643853
1580505273.637,2.9104706485097003
1580505303.637,2.985777378082275
1580505333.637,2.5400307900977857
1580505363.637,2.604484647512436
1580505393.637,2.4808254337310793
1580505423.637,2.4601443580218723
1580505453.637,2.4642193913459773
1580505483.637,2.5199508897719847
1580505513.637,2.8437731893439047
1580505543.637,2.9152722529002597
1580505573.637,2.7813968597314296
1580505603.637,3.1755605578422545
1580505633.637,2.9616906526612072
1580505663.637,3.3040338754653926
1580505693.637,3.2591167461304438
1580505723.637,3.417031496763229
1580505753.637,3.8252362287961517
1580505783.637,3.8057108720143633
1580505813.637,3.6716056108474735
1580505843.637,3.200052970647812
1580505873.637,3.0977205480848036
1580505903.637,3.037960016366207
1580505933.637,2.985955796743694
1580505963.637,3.1673925853357083
1580505993.637,3.085616387818989
1580506023.637,2.827712264325884
1580506053.637,3.042978394031525
1580506083.637,3.2260328272114625
1580506113.637,3.3805046538089187
1580506143.637,3.1652200222015385
1580506173.637,3.168027965646041
1580506203.637,3.0535855352878567
1580506233.637,2.991738921403885
1580506263.637,3.0304859715539054
1580506293.637,3.2824795444806423
1580506323.637,3.7619018733501437
1580506353.637,3.8615934952445654
1580506383.637,3.8610530142881427
1580506413.637,4.78373851776123
1580506443.637,6.623118517615578
1580506473.637,7.114567781316824
1580506503.637,7.2664103621528255
1580506533.637,5.746217536926269
1580506563.637,4.4886671006679535
1580506593.637,3.6320445862683384
1580506623.637,3.570761172395004
1580506653.637,2.7315465609232588
1580506683.637,2.6284804476632013
1580506713.637,2.3953567551028345
1580506743.637,3.5408722739065848
1580506773.637,4.357232488904681
1580506803.637,4.335602818308651
1580506833.637,4.32587775654263
1580506863.637,3.1133725232091445
1580506893.637,3.2306425041622586
1580506923.637,1.4320021470387778
