timestamp,request latency
"1577096073,637",NaN
"1577096103,637",NaN
"1577096133,637",NaN
"1577096163,637",NaN
"1577096193,637","3,22950434684753"
"1577096223,637","2,34714561700821"
"1577096253,637","3,4589677698472"
"1577096283,637","2,9226086807251"
"1577096313,637","2,83043843728525"
"1577096343,637","1,91847777366638"
"1577096373,637","2,05647895886348"
"1577096403,637","2,3494862097281"
"1577096433,637","3,31097329073939"
"1577096463,637","3,78095499930843"
"1577096493,637","3,46343952814738"
"1577096523,637","3,42922895185409"
"1577096553,637","2,33506473211142"
"1577096583,637","2,28659164905548"
"1577096613,637","2,34279981454213"
"1577096643,637","2,0026251247951"
"1577096673,637","2,27763453324636"
"1577096703,637","2,38412340164185"
"1577096733,637","2,57643665313721"
"1577096763,637","2,94305588801702"
"1577096793,637","2,8582682079739"
"1577096823,637","2,86503657341003"
"1577096853,637","2,73369699054294"
"1577096883,637","2,3228759595326"
"1577096913,637","2,42571066987926"
"1577096943,637","2,37650996638883"
"1577096973,637","3,63126376602385"
"1577097003,637","3,74599517475475"
"1577097033,637","3,74400696754456"
"1577097063,637","2,06782917465482"
"1577097093,637","2,30542929967244"
"1577097123,637","2,42472392862493"
"1577097153,637","2,56704480201006"
"1577097183,637","3,12218673790202"
"1577097213,637","3,0161796191643"
"1577097243,637","2,83885636329651"
"1577097273,637","2,74705642003279"
"1577097303,637","2,27007068634033"
"1577097333,637","3,23893312613169"
"1577097363,637","3,75375615396807"
"1577097393,637","3,87451458772024"
"1577097423,637","3,67093032836914"
"1577097453,637","3,03716272399539"
"1577097483,637","2,82595337629318"
"1577097513,637","3,89411433537801"
"1577097543,637","3,65240323985065"
"1577097573,637","3,25135962963104"
"1577097603,637","3,61818371216456"
"1577097633,637","2,6350109577179"
"1577097663,637","2,8464950789576"
"1577097693,637","2,96334063529968"
"1577097723,637","2,83366386890411"
"1577097753,637","2,79966197013855"
"1577097783,637","2,36751036808409"
"1577097813,637","2,38011129379272"
"1577097843,637","2,33396518230438"
"1577097873,637","2,82041279474894"
"1577097903,637","2,872339865257"
"1577097933,637","3,40571223988253"
"1577097963,637","3,40911545472987"
"1577097993,637","2,77705017063353"
"1577098023,637","2,50663695913373"
"1577098053,637","2,11433371630582"
"1577098083,637","2,72363591194153"
"1577098113,637","2,72890454530716"
"1577098143,637","3,02564710776011"
"1577098173,637","2,20797633207761"
"1577098203,637","2,69601351214993"
"1577098233,637","2,82182649203709"
"1577098263,637","2,50690362850825"
"1577098293,637","2,50827259602754"
"1577098323,637","2,39908201217651"
"1577098353,637","2,87760024411338"
"1577098383,637","3,18163059651852"
"1577098413,637","2,80495955262865"
"1577098443,637","2,8265769235019"
"1577098473,637","2,14981313373732"
"1577098503,637","2,32070261240005"
"1577098533,637","2,34303258856138"
"1577098563,637","2,54847581187884"
"1577098593,637","2,79880793094635"
"1577098623,637","2,73966854589957"
"1577098653,637","2,45382071424414"
"1577098683,637","2,28911225884049"
"1577098713,637","2,16178861531344"
"1577098743,637","2,26352853245205"
"1577098773,637","2,29510291814804"
"1577098803,637","2,83338466882706"
"1577098833,637","2,87605544653806"
"1577098863,637","2,77748350143433"
"1577098893,637","2,06757338841756"
"1577098923,637","1,92445509000258"
"1577098953,637","1,98322687365792"
"1577098983,637","2,17743613503196"
"1577099013,637","2,26570634280934"
"1577099043,637","2,30861466071185"
"1577099073,637","2,73725410699844"
"1577099103,637","2,87398207705954"
"1577099133,637","3,05078635008439"
"1577099163,637","2,53824276015872"
"1577099193,637","2,67026267880979"
"1577099223,637","2,92775324980418"
"1577099253,637","2,85034257888794"
"1577099283,637","3,31245346580233"
"1577099313,637","3,06907551864098"
"1577099343,637","3,09179504164334"
"1577099373,637","2,83419318199158"
"1577099403,637","2,74680739182692"
"1577099433,637","2,59396196448285"
"1577099463,637","2,04279348254204"
"1577099493,637","2,08364704939035"
"1577099523,637","2,06282708379957"
"1577099553,637","2,09715648492177"
"1577099583,637","2,22253341674805"
"1577099613,637","2,35511895815531"
"1577099643,637","2,31259724923543"
"1577099673,637","3,45240090173834"
"1577099703,637","3,91373476187388"
"1577099733,637","4,31087643901507"
"1577099763,637","3,74800678094228"
"1577099793,637","2,15551135850989"
"1577099823,637","2,25088252226512"
"1577099853,637","1,99170603354772"
"1577099883,637","2,03402085865245"
"1577099913,637","1,97270406617059"
"1577099943,637",NaN
"1577099973,637",NaN
"1577100003,637",NaN
"1577100033,637",NaN
"1577100063,637",NaN
"1577100093,637",NaN
"1577100123,637",NaN
"1577100153,637",NaN
"1577100183,637",NaN
"1577100213,637",NaN
"1577100243,637",NaN
"1577100273,637",NaN
"1577100303,637",NaN
"1577100333,637",NaN
"1577100363,637",NaN
"1577100393,637",NaN
"1577100423,637",NaN
"1577100453,637",NaN
"1577100483,637",NaN
"1577100513,637",NaN
"1577100543,637",NaN
"1577100573,637",NaN
"1577100603,637",NaN
"1577100633,637",NaN
"1577100663,637",NaN
"1577100693,637",NaN
"1577100723,637",NaN
"1577100753,637",NaN
"1577100783,637",NaN
"1577100813,637",NaN
"1577100843,637",NaN
"1577100873,637",NaN
"1577100903,637",NaN
"1577100933,637",NaN
"1577100963,637",NaN
"1577100993,637",NaN
"1577101023,637",NaN
"1577101053,637",NaN
"1577101083,637",NaN
"1577101113,637",NaN
"1577101143,637",NaN
"1577101173,637",NaN
"1577101203,637",NaN
"1577101233,637",NaN
"1577101263,637",NaN
"1577101293,637",NaN
"1577101323,637",NaN
"1577101353,637",NaN
"1577101383,637",NaN
"1577101413,637",NaN
"1577101443,637",NaN
"1577101473,637",NaN
"1577101503,637",NaN
"1577101533,637",NaN
"1577101563,637",NaN
"1577101593,637",NaN
"1577101623,637",NaN
"1577101653,637",NaN
"1577101683,637",NaN
"1577101713,637",NaN
"1577101743,637",NaN
"1577101773,637",NaN
"1577101803,637",NaN
"1577101833,637",NaN
"1577101863,637",NaN
"1577101893,637",NaN
"1577101923,637",NaN
"1577101953,637",NaN
"1577101983,637",NaN
"1577102013,637",NaN
