timestamp,request latency
1579647663.637,NaN
1579647693.637,NaN
1579647723.637,2.8102729320526123
1579647753.637,7.060545126597088
1579647783.637,6.898735404014588
1579647813.637,6.244644897955435
1579647843.637,6.180564623612624
1579647873.637,5.210912922154303
1579647903.637,4.434049034118652
1579647933.637,4.498291108919227
1579647963.637,4.442348423458281
1579647993.637,4.783417027929556
1579648023.637,3.9694441243221887
1579648053.637,4.050898650113274
1579648083.637,3.685735762119293
1579648113.637,7.413973614573479
1579648143.637,10.714579143022236
1579648173.637,11.090998305214777
1579648203.637,10.248341679573059
1579648233.637,7.258516686303276
1579648263.637,7.214537217699247
1579648293.637,7.3656601309776315
1579648323.637,5.980220254262289
1579648353.637,6.150291184584299
1579648383.637,4.442025161924817
1579648413.637,4.708361889186658
1579648443.637,3.9487699960407454
1579648473.637,4.339174429575602
1579648503.637,4.903813163439433
1579648533.637,4.36726795302497
1579648563.637,4.164727783203125
1579648593.637,3.828731959516352
1579648623.637,2.8484503971902946
1579648653.637,3.1857834844028248
1579648683.637,4.660666787106058
1579648713.637,5.009721071823784
1579648743.637,5.014538039331851
1579648773.637,4.302365166800363
1579648803.637,5.577099889516831
1579648833.637,8.530931319509234
1579648863.637,11.276123317082723
1579648893.637,11.450547310022207
1579648923.637,10.817087389173961
1579648953.637,4.437705167134602
1579648983.637,3.4382105995627015
1579649013.637,3.482712533738878
1579649043.637,4.70611091663963
1579649073.637,4.667802924695222
1579649103.637,5.461371116638183
1579649133.637,4.4480812436058415
1579649163.637,5.093618284572253
1579649193.637,5.466345745584238
1579649223.637,4.8270248458499
1579649253.637,5.138862081195998
1579649283.637,4.414907312393188
1579649313.637,5.612814009189605
1579649343.637,6.406044849982628
1579649373.637,6.6384568214416495
1579649403.637,5.983251085281371
1579649433.637,5.403572859587493
1579649463.637,4.725829839706421
1579649493.637,6.413163261413573
1579649523.637,7.463496490761086
1579649553.637,8.015298684438068
1579649583.637,5.836600008464996
1579649613.637,5.517369773652819
1579649643.637,4.2097511542470825
1579649673.637,4.231279922568279
1579649703.637,4.350590125374172
1579649733.637,4.467363154888154
1579649763.637,3.3657215966118716
1579649793.637,2.948801310857137
1579649823.637,5.66741244416488
1579649853.637,5.839240127139621
1579649883.637,6.775515683492025
1579649913.637,4.503233174482982
1579649943.637,9.29479104822332
1579649973.637,10.956541010311671
1579650003.637,10.551746237662533
1579650033.637,8.665654371524681
1579650063.637,4.493816600905524
1579650093.637,4.163623187277052
1579650123.637,3.241619507471721
1579650153.637,3.872785250345866
1579650183.637,5.064651798318933
1579650213.637,5.684025756244002
1579650243.637,6.235334362302507
1579650273.637,4.687709252039592
1579650303.637,5.848478746414184
1579650333.637,6.940929561853409
1579650363.637,6.0083620905876165
1579650393.637,5.9754709720611565
1579650423.637,3.464683189988136
1579650453.637,3.3867879046334166
1579650483.637,4.375192805340417
1579650513.637,4.076054081320763
1579650543.637,3.9433841284583595
1579650573.637,3.3356868379256306
1579650603.637,2.722697973251342
1579650633.637,3.7276030540466305
1579650663.637,4.727382772847226
1579650693.637,5.665279727233084
1579650723.637,5.388449104208695
1579650753.637,6.803542146682739
1579650783.637,6.325651098180701
1579650813.637,6.434771932661533
1579650843.637,5.345286148565787
1579650873.637,5.315865797655922
1579650903.637,4.320614090672246
1579650933.637,3.997375103143545
1579650963.637,3.7752737480661143
1579650993.637,6.0649813669068475
1579651023.637,7.940705558231898
1579651053.637,8.33172406572284
1579651083.637,7.742414738450732
1579651113.637,6.312384424209596
1579651143.637,4.730082874712736
1579651173.637,5.381641276677448
1579651203.637,6.073507165908813
1579651233.637,7.572799521107826
1579651263.637,7.899754985686272
1579651293.637,9.25251618027687
1579651323.637,8.193065064293998
1579651353.637,5.500742021359895
1579651383.637,8.122030387322107
1579651413.637,8.709763501371654
1579651443.637,8.941291526511863
1579651473.637,7.751863850487604
1579651503.637,3.7775582586015983
1579651533.637,3.48122501373291
1579651563.637,NaN
1579651593.637,NaN
